,Temperature,Latitude,Longitude,Humidity,Wind Speed,Cloud,Country,Date,City
366,35.13,70.9821,25.9704,97,12.3,100,NO,1637192491,honningsvag
367,75.24,4.1363,96.1285,80,3.91,100,ID,1637192491,meulaboh
368,21.45,55.1001,-105.2842,79,10.36,90,CA,1637192491,la ronge
369,79.14,13.3154,12.6113,18,8.97,15,NE,1637192492,diffa
370,71.85,-16.0678,35.1405,46,4.0,14,MW,1637192492,thyolo
371,44.53,57.3894,21.5606,93,13.8,90,LV,1637192492,ventspils
372,78.64,-25.2406,130.9889,22,6.91,0,AU,1637192493,yulara
373,-14.84,69.2167,-51.1,80,6.78,1,GL,1637192493,ilulissat
374,24.91,49.7502,-77.6328,100,16.11,90,CA,1637192493,matagami
375,42.48,38.2059,37.1983,44,0.31,7,TR,1637192493,elbistan
376,63.95,21.65,-101.5,37,7.58,67,MX,1637192494,ocampo
377,81.41,-20.7377,116.8463,48,14.14,57,AU,1637192494,karratha
378,33.01,46.4333,26.4,81,3.36,94,RO,1637192494,asau
379,47.84,38.8003,-90.6265,62,1.99,90,US,1637192495,saint peters
380,20.73,64.0019,44.4451,96,5.28,96,RU,1637192495,karpogory
381,84.78,-10.1667,123.5833,65,5.75,20,ID,1637192495,kupang
382,78.73,6.8837,116.8477,89,6.91,20,MY,1637192495,kudat
383,2.79,65.5333,72.5167,95,17.05,100,RU,1637192496,nadym
384,68.9,-26.0217,22.401,29,14.81,23,BW,1637192496,tsabong
385,52.11,45.9177,10.8867,100,2.51,94,IT,1637192496,arco
386,74.98,-0.0333,109.3333,94,0.0,40,ID,1637192497,pontianak
387,41.04,49.6667,5.0,94,1.23,98,FR,1637192497,sedan
388,55.22,54.95,-7.7333,94,15.01,100,IE,1637192497,letterkenny
389,81.64,-35.5667,138.6167,30,8.01,61,AU,1637192498,victor harbor
390,79.02,20.5022,-10.0711,25,3.24,100,MR,1637192498,adrar
391,-28.84,62.0025,132.4325,100,3.09,65,RU,1637192498,churapcha
392,62.28,27.6652,54.1371,59,2.71,1,IR,1637192498,gerash
393,9.01,55.1033,99.3875,94,5.55,26,RU,1637192499,atagay
394,70.34,-15.1961,12.1522,81,3.49,99,AO,1637192499,namibe
395,82.29,-19.0595,-169.9187,69,14.97,75,NU,1637192499,alofi
396,11.97,63.8567,57.3094,95,3.53,98,RU,1637192499,vuktyl
397,10.96,57.3064,88.1667,95,3.76,99,RU,1637192500,teguldet
398,68.52,19.8,85.85,74,11.86,73,IN,1637192500,puri
399,68.65,7.9986,124.2928,83,0.94,80,PH,1637192500,marawi
400,38.44,65.5333,13.4063,97,8.57,95,NO,1637192501,trofors
401,26.87,49.758,129.523,98,7.83,99,RU,1637192501,shirokiy
402,44.35,29.2747,82.1838,25,5.61,100,NP,1637192501,jumla
403,42.85,62.5833,6.1333,53,18.41,75,NO,1637192502,roald
404,57.83,-35.3333,-72.4167,76,14.88,3,CL,1637192502,constitucion
405,78.57,5.5577,95.3222,77,6.78,100,ID,1637192502,banda aceh
406,81.91,-3.3333,128.9167,76,2.08,98,ID,1637192502,amahai
407,81.95,10.1483,-85.452,89,0.96,88,CR,1637192503,nicoya
408,82.9,7.0419,134.2556,73,5.44,100,PW,1637192503,kloulklubed
409,35.89,42.6411,-95.2097,55,14.97,1,US,1637192503,storm lake
410,65.07,-16.0053,-41.2972,99,3.47,58,BR,1637192503,pedra azul
411,-2.4,68.0546,166.4372,98,4.12,54,RU,1637192504,bilibino
412,77.0,-8.8368,13.2343,88,6.91,40,AO,1637192504,luanda
413,74.32,-28.65,153.6167,57,6.08,45,AU,1637192504,byron bay
414,-27.13,62.6683,131.1683,99,2.42,30,RU,1637192505,borogontsy
415,79.18,12.1791,125.5072,85,4.9,100,PH,1637192505,san policarpo
416,57.72,18.3851,42.4509,55,1.07,0,SA,1637192505,faya
417,79.48,-3.945,122.4989,81,1.54,100,ID,1637192505,kendari
418,64.99,-10.0681,-78.1522,82,8.39,98,PE,1637192506,huarmey
419,73.13,-17.7125,-39.2481,91,4.52,47,BR,1637192506,caravelas
420,39.18,43.1069,128.9217,93,6.89,99,CN,1637192506,mingyue
421,75.42,1.55,110.3333,94,2.3,20,MY,1637192507,kuching
422,36.28,45.6169,-61.3485,84,1.01,90,CA,1637192507,port hawkesbury
423,39.74,48.6418,8.9007,93,3.44,100,DE,1637192507,gartringen
424,76.91,20.9667,-87.1917,99,3.11,100,MX,1637192507,leona vicario
425,7.83,64.4803,76.6897,96,7.27,100,RU,1637192508,purpe
426,82.67,-2.0226,147.2712,77,5.01,52,PG,1637192508,lorengau
427,60.1,-29.6842,-53.8069,100,4.61,90,BR,1637192244,santa maria
428,53.33,29.5833,-9.5,69,0.63,0,MA,1637192508,tiznit
429,77.49,-3.1019,-60.025,94,1.14,75,BR,1637192295,manaus
430,67.24,24.656,68.8384,21,9.64,0,PK,1637192509,badin
431,52.14,39.3558,-9.3811,61,7.52,0,PT,1637192509,peniche
432,48.36,38.7045,-93.2283,47,6.91,90,US,1637192509,sedalia
433,38.95,58.3019,-134.4197,96,7.0,90,US,1637192293,juneau
434,80.64,11.6667,92.75,89,4.61,75,IN,1637192509,port blair
435,85.84,21.3156,-158.0072,65,9.22,1,US,1637192349,ewa beach
436,25.52,49.5341,38.7307,62,1.34,84,UA,1637192510,bilokurakyne
437,-17.5,63.0128,112.4714,100,1.45,84,RU,1637192510,chernyshevskiy
438,46.58,44.6333,-1.0667,93,0.0,0,FR,1637192510,gujan-mestras
439,62.02,-37.5662,143.8496,47,14.29,94,AU,1637192511,ballarat
440,87.82,-17.5333,-149.3333,71,20.13,56,PF,1637192511,tiarei
441,78.53,-8.0089,-34.8553,78,10.36,75,BR,1637192511,olinda
442,54.93,30.634,117.8517,82,2.39,6,CN,1637192511,rongcheng
443,54.37,38.6001,-77.1622,80,0.0,1,US,1637192512,indian head
444,84.42,-8.103,156.8419,67,4.45,39,SB,1637192512,gizo
445,66.78,-40.8135,-62.9967,26,11.12,94,AR,1637192512,viedma
446,63.01,16.2167,-92.25,88,3.53,48,MX,1637192513,socoltenango
447,62.98,23.6137,114.1919,76,3.06,46,CN,1637192513,longhua
448,57.33,26.75,95.1,79,3.51,81,IN,1637192513,mon
449,6.01,62.55,155.55,98,2.77,72,RU,1637192513,dukat
450,82.44,-3.7481,-73.2472,83,1.14,40,PE,1637192320,iquitos
451,80.46,-5.2269,-75.6753,68,2.66,61,PE,1637192514,lagunas
452,82.94,0.8,127.4,74,2.53,100,ID,1637192514,ternate
453,77.81,-9.5633,-35.8244,78,4.61,20,BR,1637192514,satuba
454,63.52,21.6833,-100.5667,34,4.21,68,MX,1637192515,tierranueva
455,70.54,-30.7414,30.455,89,14.83,98,ZA,1637192515,port shepstone
456,38.14,70.3705,31.1107,97,19.22,100,NO,1637192515,vardo
457,63.21,32.424,-85.6916,66,4.65,0,US,1637192515,tuskegee
458,33.37,41.9563,42.9566,59,4.16,66,GE,1637192516,khani
459,30.2,48.6499,-53.1147,72,30.53,100,CA,1637192516,bonavista
460,57.81,35.8419,14.5431,88,5.75,0,MT,1637192516,marsaxlokk
461,77.67,-6.9811,-34.8339,76,14.52,72,BR,1637192247,cabedelo
462,55.94,44.0501,-80.9164,92,13.8,100,CA,1637192517,ayton
463,66.2,37.7167,-25.4333,76,8.84,68,PT,1637192517,vila franca do campo
464,87.82,-17.7333,-149.15,71,17.85,69,PF,1637192517,tautira
465,50.97,24.1877,102.817,96,2.26,97,CN,1637192518,xingyi
466,65.64,-25.3007,-57.6359,94,12.66,90,PY,1637192518,asuncion
467,3.2,68.2191,-135.0107,78,17.27,90,CA,1637192518,aklavik
468,67.14,38.5167,-28.7,75,12.88,58,PT,1637192519,ribeira grande
469,-7.65,67.8006,130.4114,93,2.19,100,RU,1637192519,batagay-alyta
470,28.24,47.5167,122.8833,57,18.05,80,CN,1637192519,nianzishan
471,85.19,-5.5642,-42.6078,58,2.46,55,BR,1637192520,monsenhor gil
472,66.85,29.0331,21.5482,41,5.97,97,LY,1637192520,jalu
473,54.81,-45.8742,170.5036,66,3.0,37,NZ,1637192300,dunedin
474,62.37,-9.3,32.7667,63,0.92,78,TZ,1637192520,tunduma
475,54.64,40.6576,-73.5832,74,5.01,20,US,1637192313,freeport
476,67.98,20.931,-17.0347,83,3.44,100,MR,1637192520,nouadhibou
477,69.35,-38.2667,141.9667,50,22.21,100,AU,1637192521,codrington
478,48.29,36.1817,118.1583,77,4.99,0,CN,1637192521,nanma
479,56.12,11.2644,37.4888,62,4.14,23,ET,1637192521,adet
480,28.0,48.2333,129.5,81,9.01,45,CN,1637192522,xinqing
481,6.75,60.7522,-137.5108,66,12.66,100,CA,1637192522,haines junction
482,26.74,51.6334,-111.9018,59,6.64,2,CA,1637192522,hanna
483,32.54,39.7432,98.5174,24,2.75,60,CN,1637192523,jiuquan
484,21.11,66.0449,-17.3389,76,14.97,31,IS,1637192523,husavik
485,-5.49,66.6572,66.4183,89,5.26,99,RU,1637192523,labytnangi
486,58.44,35.1333,140.3,70,7.87,100,JP,1637192524,katsuura
487,24.55,50.5852,34.4849,67,5.41,31,UA,1637192524,lebedyn
488,55.89,-34.0033,24.7314,87,25.14,67,ZA,1637192524,kruisfontein
489,43.81,52.6083,1.7305,88,12.12,92,GB,1637192249,great yarmouth
490,48.11,60.3964,-1.353,74,13.13,100,GB,1637192524,brae
491,30.7,52.9999,-122.5029,69,5.75,90,CA,1637192525,quesnel
492,76.08,-3.432,10.6554,89,3.51,91,GA,1637192525,mayumba
493,16.38,50.0827,36.7939,61,3.04,89,UA,1637192525,staryy saltiv
494,65.12,37.7333,-25.6667,63,6.91,75,PT,1637192526,ponta delgada
495,50.2,-11.9472,-75.2829,87,5.01,100,PE,1637192526,san jeronimo
496,4.66,60.3778,92.6267,97,2.62,100,RU,1637192526,teya
497,72.16,-35.6167,174.5,55,8.41,9,NZ,1637192527,ngunguru
498,75.92,5.1801,97.1507,84,3.38,100,ID,1637192527,lhokseumawe
499,2.7,52.8575,103.1719,99,2.66,63,RU,1637192527,mishelevka
500,57.13,-30.6937,26.7114,62,7.74,38,ZA,1637192527,aliwal north
501,39.0,47.4833,-55.7983,69,15.43,67,CA,1637192528,harbour breton
502,71.02,7.4721,80.6234,96,2.64,100,LK,1637192528,matale
503,-1.89,58.6881,99.1844,96,2.86,61,RU,1637192528,kodinsk
504,80.56,18.4167,-64.6167,83,21.85,40,VG,1637192529,road town
505,51.19,40.9965,15.6514,97,3.6,100,IT,1637192529,melfi
506,27.97,40.6667,-0.6667,86,2.44,0,ES,1637192529,teruel
507,80.73,-2.9248,-39.9167,77,17.31,29,BR,1637192529,itarema
508,72.21,30.0035,-91.8187,64,4.61,1,US,1637192440,new iberia
509,76.55,17.8868,-77.5902,81,7.94,48,JM,1637192530,bull savanna
510,46.36,41.9956,41.7786,71,4.09,87,GE,1637192530,ureki
511,51.78,44.0787,-80.2041,99,17.87,100,CA,1637192530,shelburne
512,32.97,69.0125,23.0412,98,9.86,100,NO,1637192531,kautokeino
513,59.61,23.2281,110.8261,80,2.66,27,CN,1637192531,jinji
514,65.98,27.9769,-114.0611,71,15.3,1,MX,1637192531,guerrero negro
515,19.54,43.0645,44.7417,100,6.71,34,RU,1637192531,oktyabrskoye
516,-11.52,62.6667,135.6,96,0.76,100,RU,1637192532,khandyga
517,77.85,-3.2175,40.1191,83,7.16,66,KE,1637192532,malindi
518,17.85,52.4994,73.0975,86,16.93,100,KZ,1637192532,bestobe
519,45.97,52.634,-1.6959,85,5.01,59,GB,1637192354,tamworth
520,12.34,56.45,138.1667,69,13.31,35,RU,1637192533,ayan
521,17.85,53.6039,91.3903,77,0.0,0,RU,1637192533,belyy yar
522,46.22,29.106,58.357,38,9.37,7,IR,1637192533,bam
523,74.89,-27.5833,153.3,67,5.01,58,AU,1637192533,victoria point
524,24.96,48.8264,58.1442,96,8.21,100,KZ,1637192534,emba
525,57.33,19.1194,-98.1708,49,6.78,12,MX,1637192534,vicente guerrero
526,26.42,59.2353,163.0719,89,10.42,99,RU,1637192534,ossora
527,22.66,49.8689,-99.3602,80,19.19,100,CA,1637192535,carberry
528,43.92,47.7862,17.136,65,15.57,81,HU,1637192535,janossomorja
529,80.92,9.2833,12.4667,33,3.76,22,NG,1637192535,jimeta
530,77.61,13.2833,-61.25,77,11.54,99,VC,1637192535,chateaubelair
531,27.37,50.2334,-63.5986,74,5.75,1,CA,1637192536,havre-saint-pierre
532,7.0,65.8167,87.9833,91,15.59,100,RU,1637192536,turukhansk
533,28.38,51.2585,-80.6094,86,12.66,90,CA,1637192536,moose factory
534,36.41,39.913,46.7903,80,2.01,5,AZ,1637192536,xocali
535,82.2,14.3122,121.1114,76,8.79,94,PH,1637192516,santa rosa
536,64.15,21.85,84.0333,79,6.13,77,IN,1637192537,jharsuguda
537,55.44,39.4696,3.1483,67,18.32,100,ES,1637192537,felanitx
538,74.62,7.9803,49.8164,72,7.7,100,SO,1637192537,eyl
539,77.22,-5.795,-35.2094,88,5.75,20,BR,1637192538,natal
540,2.98,56.4678,73.611,94,12.37,100,RU,1637192538,kolosovka
541,76.1,-5.1989,-35.4608,74,17.13,71,BR,1637192538,touros
542,63.72,-7.0,23.45,98,3.18,50,CD,1637192539,mwene-ditu
543,21.7,64.75,177.4833,79,22.37,40,RU,1637192539,anadyr
544,60.15,31.2167,72.9833,22,2.17,12,PK,1637192539,dijkot
545,68.72,-4.05,19.5333,96,0.78,93,CD,1637192539,mangai
546,55.63,43.1501,-77.6831,72,16.11,90,US,1637192313,monroe
547,84.02,16.8634,-99.8901,74,0.0,75,MX,1637192291,acapulco
548,30.79,42.0372,119.2889,70,4.41,5,CN,1637192540,pingzhuang
549,84.49,-2.5744,150.7967,65,2.75,87,PG,1637192540,kavieng
550,34.16,45.0205,-93.218,61,5.99,90,US,1637192540,saint anthony
551,66.83,1.5995,11.5793,98,1.36,81,GA,1637192541,oyem
552,55.35,-45.5752,-72.0662,54,8.05,75,CL,1637192541,coihaique
553,65.21,-42.7692,-65.0385,46,9.24,26,AR,1637192541,puerto madryn
554,79.41,13.2167,-59.5167,78,16.11,40,BB,1637192542,bathsheba
555,72.1,26.1842,127.7558,78,6.91,90,JP,1637192542,nishihara
556,81.37,-0.8917,119.8707,79,0.89,100,ID,1637192542,palu
557,71.74,19.4333,-72.2,92,8.25,39,HT,1637192542,saint-raphael
558,26.08,46.3187,-74.2219,94,8.52,100,CA,1637192543,saint-donat-de-montcalm
559,90.25,-12.0667,134.2667,34,8.52,100,AU,1637192543,maningrida
560,51.96,35.1628,112.865,50,3.98,0,CN,1637192543,xixiang
561,4.37,54.9109,71.2728,93,11.97,64,RU,1637192544,isilkul
562,21.76,52.3934,83.6635,90,24.27,100,RU,1637192544,ust-charyshskaya pristan
563,15.62,49.6334,-105.9845,73,21.85,42,CA,1637192544,assiniboia
564,62.04,-38.5473,-58.7368,51,10.76,21,AR,1637192545,necochea
565,85.26,-6.2167,155.6333,66,2.13,58,PG,1637192545,kieta
566,2.95,62.1406,65.3936,90,8.46,82,RU,1637192545,nyagan
567,87.75,16.6527,-14.9587,40,2.3,0,MR,1637192545,podor
568,79.48,-3.5403,118.9707,83,5.14,100,ID,1637192546,majene
569,3.85,62.8833,152.4333,93,7.58,98,RU,1637192546,seymchan
570,71.2,-6.3667,37.3667,88,3.02,67,TZ,1637192546,magole
571,75.25,-22.6667,167.4833,82,15.79,15,NC,1637192547,vao
572,73.89,8.0086,-62.3989,77,4.47,100,VE,1637192547,upata
573,71.56,28.7086,-81.2081,85,8.05,75,US,1637192547,seminole
574,-29.27,63.9242,127.4739,100,2.62,73,RU,1637192547,sangar
575,64.15,23.4333,87.2833,54,4.72,66,IN,1637192548,barjora
576,27.21,51.0239,45.6969,85,5.95,61,RU,1637192548,krasnoarmeysk
577,14.58,64.8989,45.7622,94,4.85,71,RU,1637192548,leshukonskoye
578,59.9,25.5198,90.2201,81,3.62,61,IN,1637192549,tura
579,75.11,-37.8333,140.7667,29,24.16,40,AU,1637192549,mount gambier
580,37.49,55.5,25.6,95,12.35,100,LT,1637192549,utena
581,7.7,63.7506,-68.5145,78,3.0,90,CA,1637192549,iqaluit
582,82.54,-3.6954,128.1814,78,2.3,40,ID,1637192550,ambon
583,74.64,11.9934,105.4635,94,7.52,98,KH,1637192521,kampong cham
584,-0.96,62.5147,65.8878,94,11.56,92,RU,1637192550,andra
585,65.28,32.7,-16.7667,86,14.97,40,PT,1637192550,machico
586,70.83,-14.8333,-74.95,53,4.25,100,PE,1637192550,nazca
